epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,132.205,0.34428,0.79053,0.8145,0.91134,0.99644,0.97826,0.97549,0.96376,0.99644,0.97826,0.97507,0.92406,0.22514,0.71172,0.55127,0.85204,0.000802,0.000802,0.000802
12,144.338,0.32736,0.77487,0.78884,0.90614,0.99649,0.97826,0.97551,0.95455,0.99649,0.97826,0.97507,0.92798,0.21553,0.68925,0.52452,0.84966,0.0007822,0.0007822,0.0007822
13,156.925,0.32849,0.73082,0.7714,0.90817,0.9968,0.97826,0.97699,0.96612,0.9968,0.97826,0.97507,0.93524,0.22964,0.71465,0.52128,0.85211,0.0007624,0.0007624,0.0007624
14,169.91,0.3184,0.7444,0.74695,0.90094,0.99676,0.97826,0.97877,0.96133,0.99676,0.97826,0.97507,0.92911,0.20828,0.6524,0.49187,0.84592,0.0007426,0.0007426,0.0007426
15,182.365,0.31621,0.73898,0.74166,0.89703,0.99607,0.97826,0.98075,0.94725,0.99607,0.97826,0.97507,0.93296,0.22707,0.66629,0.48355,0.85439,0.0007228,0.0007228,0.0007228
16,195.743,0.30891,0.71633,0.7182,0.89758,0.99644,0.97826,0.98113,0.9542,0.99644,0.97826,0.97507,0.93926,0.21098,0.69893,0.47096,0.84538,0.000703,0.000703,0.000703
17,208.878,0.30968,0.71982,0.70444,0.89043,0.99696,0.97826,0.97984,0.94494,0.99696,0.97826,0.97507,0.93907,0.22367,0.67684,0.45654,0.85785,0.0006832,0.0006832,0.0006832
18,221.561,0.30029,0.68076,0.69509,0.88504,0.99724,0.97826,0.97751,0.95568,0.99724,0.97826,0.97507,0.93455,0.21494,0.63458,0.4475,0.85032,0.0006634,0.0006634,0.0006634
19,233.67,0.29312,0.72125,0.67993,0.88674,0.99712,0.97826,0.97801,0.96003,0.99712,0.97826,0.97507,0.93687,0.19638,0.6858,0.41817,0.84292,0.0006436,0.0006436,0.0006436
20,245.783,0.29011,0.68206,0.66853,0.88969,0.99679,0.97826,0.97854,0.94734,0.99679,0.97826,0.97507,0.94328,0.21382,0.61742,0.42189,0.84786,0.0006238,0.0006238,0.0006238
21,257.715,0.28819,0.6946,0.66259,0.88438,0.9973,0.97826,0.97528,0.95776,0.9973,0.97826,0.97507,0.94118,0.20368,0.60926,0.40669,0.84392,0.000604,0.000604,0.000604
22,269.579,0.28635,0.67701,0.65365,0.86907,0.99724,0.97826,0.97521,0.95573,0.99724,0.97826,0.97507,0.93921,0.20294,0.54509,0.41552,0.84425,0.0005842,0.0005842,0.0005842
23,281.484,0.27965,0.67282,0.64015,0.86763,0.99777,0.97826,0.97516,0.94995,0.99777,0.97826,0.97507,0.93999,0.20324,0.55352,0.39556,0.84039,0.0005644,0.0005644,0.0005644
24,293.214,0.28433,0.69538,0.62797,0.8795,0.99758,0.97826,0.97523,0.96394,0.99758,0.97826,0.97507,0.9358,0.18306,0.54542,0.40465,0.83547,0.0005446,0.0005446,0.0005446
25,305.118,0.27642,0.66994,0.62333,0.86759,0.9971,0.97826,0.97515,0.96248,0.9971,0.97826,0.97507,0.94496,0.18648,0.53206,0.38806,0.83449,0.0005248,0.0005248,0.0005248
26,317.249,0.27432,0.68611,0.61734,0.86594,0.99788,0.97826,0.97871,0.96172,0.99788,0.97826,0.97507,0.94206,0.18664,0.51734,0.39169,0.83627,0.000505,0.000505,0.000505
27,329.299,0.2737,0.71452,0.60826,0.87047,0.99753,0.97826,0.97507,0.96965,0.99753,0.97826,0.97507,0.94237,0.189,0.46686,0.38307,0.83553,0.0004852,0.0004852,0.0004852
28,342.01,0.26968,0.68738,0.59513,0.87015,0.99681,0.97826,0.97515,0.95817,0.99681,0.97826,0.97507,0.94968,0.20043,0.45857,0.38938,0.84407,0.0004654,0.0004654,0.0004654
29,354.257,0.27,0.7084,0.60074,0.8565,0.99587,0.97826,0.97516,0.96611,0.99587,0.97826,0.97507,0.93737,0.18661,0.46942,0.38624,0.83534,0.0004456,0.0004456,0.0004456
30,366.585,0.26562,0.66662,0.59071,0.86351,0.99099,0.97686,0.97514,0.96016,0.99241,0.95652,0.95512,0.92207,0.19035,0.49248,0.38464,0.83774,0.0004258,0.0004258,0.0004258
31,378.989,0.26003,0.64876,0.58031,0.86052,0.98886,0.97678,0.97518,0.96232,0.99245,0.95652,0.95512,0.92736,0.18507,0.48637,0.37425,0.8353,0.000406,0.000406,0.000406
32,391.487,0.26943,0.68123,0.58652,0.86627,0.98702,0.97675,0.97934,0.9631,0.99306,0.95652,0.95512,0.93301,0.18716,0.47616,0.38167,0.83456,0.0003862,0.0003862,0.0003862
33,404.274,0.26767,0.61798,0.57876,0.86215,0.98722,0.97675,0.97841,0.96372,0.99368,0.95652,0.95512,0.92577,0.17278,0.48502,0.38329,0.83087,0.0003664,0.0003664,0.0003664
34,416.832,0.26201,0.64387,0.57245,0.85845,0.99189,0.97708,0.97515,0.96314,0.99256,0.95652,0.95512,0.922,0.17621,0.43292,0.36698,0.8316,0.0003466,0.0003466,0.0003466
35,428.826,0.26152,0.65749,0.56554,0.8599,0.9961,0.97826,0.97633,0.96147,0.9961,0.97826,0.97507,0.93648,0.17665,0.44125,0.35967,0.8321,0.0003268,0.0003268,0.0003268
36,440.839,0.26718,0.6318,0.56921,0.8642,0.99751,0.97826,0.97507,0.96996,0.99751,0.97826,0.97507,0.9482,0.17591,0.44493,0.34386,0.83161,0.000307,0.000307,0.000307
37,453.131,0.26301,0.65331,0.56393,0.86569,0.99758,0.97826,0.9752,0.9637,0.99758,0.97826,0.97507,0.9387,0.17385,0.45376,0.35592,0.83038,0.0002872,0.0002872,0.0002872
38,465.253,0.25709,0.64303,0.55822,0.8568,0.99707,0.97826,0.97519,0.96638,0.99707,0.97826,0.97507,0.94097,0.17385,0.45334,0.3567,0.83048,0.0002674,0.0002674,0.0002674
39,477.598,0.25897,0.63547,0.56167,0.8598,0.99764,0.97826,0.97651,0.96793,0.99764,0.97826,0.97507,0.95481,0.17442,0.45394,0.35358,0.83056,0.0002476,0.0002476,0.0002476
40,489.662,0.25999,0.62085,0.56082,0.84984,0.99717,0.97826,0.97514,0.96976,0.99717,0.97826,0.97507,0.95244,0.17064,0.45884,0.35317,0.83147,0.0002278,0.0002278,0.0002278
41,501.978,0.25528,0.61463,0.54737,0.85609,0.99728,0.97826,0.97774,0.96923,0.99728,0.97826,0.97507,0.9282,0.17631,0.46402,0.34648,0.8327,0.000208,0.000208,0.000208
42,514.46,0.25402,0.6378,0.54942,0.85564,0.99729,0.97826,0.9752,0.9692,0.99729,0.97826,0.97507,0.94219,0.17619,0.45782,0.35198,0.83258,0.0001882,0.0001882,0.0001882
43,526.933,0.25477,0.63781,0.55172,0.85746,0.99675,0.97826,0.97517,0.96239,0.99675,0.97826,0.97507,0.92174,0.17429,0.44196,0.34533,0.82985,0.0001684,0.0001684,0.0001684
44,539.224,0.24851,0.62173,0.54581,0.84291,0.99604,0.97826,0.97507,0.96127,0.98786,0.95652,0.95513,0.89885,0.17909,0.45472,0.34855,0.83316,0.0001486,0.0001486,0.0001486
45,551.562,0.25258,0.63282,0.54683,0.85656,0.9958,0.97826,0.97507,0.95674,0.96559,0.93478,0.91163,0.8866,0.17663,0.48036,0.34984,0.8336,0.0001288,0.0001288,0.0001288
46,563.682,0.24659,0.61949,0.54355,0.85315,0.99602,0.97826,0.97507,0.95794,0.98801,0.95652,0.95513,0.92694,0.1751,0.44704,0.34747,0.83241,0.000109,0.000109,0.000109
47,575.774,0.24716,0.62536,0.53706,0.84688,0.99561,0.97826,0.97507,0.96961,0.98927,0.95652,0.95513,0.92663,0.17455,0.43302,0.34703,0.83097,8.92e-05,8.92e-05,8.92e-05
48,587.977,0.25056,0.62435,0.53751,0.84451,0.9955,0.97826,0.97507,0.96629,0.98984,0.95652,0.95512,0.92937,0.17312,0.43866,0.34661,0.83061,6.94e-05,6.94e-05,6.94e-05
49,599.829,0.25193,0.58157,0.54522,0.86422,0.99587,0.97826,0.97507,0.96621,0.98874,0.95652,0.95512,0.92979,0.17249,0.44148,0.3445,0.83055,4.96e-05,4.96e-05,4.96e-05
50,611.871,0.2488,0.63952,0.53882,0.85911,0.99598,0.97826,0.97507,0.96611,0.98853,0.95652,0.95513,0.92364,0.17308,0.44111,0.34733,0.8308,2.98e-05,2.98e-05,2.98e-05
