epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,49.4186,0.58466,1.27482,1.62882,1.12126,0.9659,0.98197,0.995,0.8986,0.9659,0.98197,0.995,0.85707,0.42671,0.68417,1.77604,1.01123,0.0006238,0.0006238,0.0006238
21,51.641,0.6213,1.26957,1.55343,1.21347,0.98465,0.99585,0.995,0.91347,0.98465,0.99585,0.995,0.86377,0.42295,0.64873,1.59506,1.00995,0.000604,0.000604,0.000604
22,53.9341,0.5424,1.22372,1.43387,1.0899,0.92533,1,0.98625,0.89453,0.92533,1,0.98625,0.87835,0.38268,0.61174,1.10016,0.97384,0.0005842,0.0005842,0.0005842
23,56.1686,0.53463,1.28261,1.36636,1.11306,0.98232,0.99782,0.995,0.93021,0.98232,0.99782,0.995,0.90988,0.38512,0.58852,0.91932,0.96384,0.0005644,0.0005644,0.0005644
24,58.3889,0.4866,1.10315,1.26545,1.078,0.9756,0.99658,0.995,0.93702,0.9756,0.99658,0.995,0.89789,0.37375,0.5939,0.80622,0.95513,0.0005446,0.0005446,0.0005446
25,61.6267,0.46098,1.08176,1.25261,1.07405,0.96957,0.99547,0.995,0.93702,0.96957,0.99547,0.995,0.9033,0.35883,0.59001,0.77198,0.94348,0.0005248,0.0005248,0.0005248
26,64.2327,0.48363,1.07421,1.23799,1.07761,0.9651,0.99383,0.995,0.9401,0.9651,0.99383,0.995,0.90704,0.35493,0.59653,0.74343,0.93398,0.000505,0.000505,0.000505
27,66.49,0.42327,0.96486,1.18537,0.99372,0.96456,0.99442,0.995,0.93607,0.96456,0.99442,0.995,0.91895,0.3344,0.58936,0.74599,0.92361,0.0004852,0.0004852,0.0004852
28,68.7375,0.4571,0.94278,1.19325,1.04849,0.96136,0.99465,0.995,0.94305,0.96136,0.99465,0.995,0.91235,0.31766,0.58551,0.74377,0.91604,0.0004654,0.0004654,0.0004654
29,71.0038,0.42098,0.9188,1.10794,0.98928,0.95916,0.99476,0.995,0.95989,0.95916,0.99476,0.995,0.90534,0.30249,0.58239,0.73873,0.90736,0.0004456,0.0004456,0.0004456
30,74.3518,0.4261,1.04869,1.12037,1.00189,0.96153,0.99501,0.995,0.95747,0.96153,0.99501,0.995,0.91333,0.28946,0.55665,0.72096,0.89823,0.0004258,0.0004258,0.0004258
31,76.6664,0.3922,0.92325,1.08199,0.94729,0.96363,0.99528,0.995,0.95226,0.96363,0.99528,0.995,0.93778,0.28347,0.54353,0.70606,0.89039,0.000406,0.000406,0.000406
32,78.9875,0.41886,0.97453,1.05478,0.95006,0.96724,0.99575,0.995,0.94195,0.96724,0.99575,0.995,0.92045,0.29273,0.5386,0.68884,0.89356,0.0003862,0.0003862,0.0003862
33,82.1186,0.4019,0.86475,1.07132,0.99742,0.96853,0.99604,0.995,0.94195,0.96853,0.99604,0.995,0.93066,0.29615,0.5165,0.67234,0.89641,0.0003664,0.0003664,0.0003664
34,84.4648,0.38537,0.85569,1.00757,0.96668,0.97054,0.99517,0.995,0.94195,0.97054,0.99517,0.995,0.95103,0.28741,0.50224,0.67156,0.8902,0.0003466,0.0003466,0.0003466
35,87.6,0.40116,0.91653,1.03311,0.94403,0.97221,0.99574,0.995,0.95518,0.97221,0.99574,0.995,0.94162,0.27716,0.49223,0.66901,0.88424,0.0003268,0.0003268,0.0003268
36,89.8558,0.37049,0.90199,0.99837,0.95714,0.9715,0.99672,0.995,0.95582,0.9715,0.99672,0.995,0.95103,0.27287,0.48303,0.65938,0.88083,0.000307,0.000307,0.000307
37,93.2764,0.38865,0.84828,1.01362,0.94861,0.97173,0.9967,0.995,0.95717,0.97173,0.9967,0.995,0.95103,0.26923,0.47718,0.65898,0.87797,0.0002872,0.0002872,0.0002872
38,95.5759,0.3594,0.78211,0.99251,0.94425,0.97277,0.99701,0.995,0.95717,0.97277,0.99701,0.995,0.95336,0.26698,0.47025,0.66048,0.87752,0.0002674,0.0002674,0.0002674
39,98.3643,0.35694,0.75001,0.96226,0.92605,0.97194,0.99684,0.995,0.96348,0.97194,0.99684,0.995,0.95336,0.26019,0.469,0.65595,0.87257,0.0002476,0.0002476,0.0002476
40,101.085,0.35599,0.77038,0.97086,0.9284,0.97275,0.9973,0.995,0.96348,0.97275,0.9973,0.995,0.95336,0.26149,0.46483,0.64377,0.87404,0.0002278,0.0002278,0.0002278
41,103.382,0.33645,0.77595,0.97194,0.92413,0.9731,0.99726,0.995,0.97405,0.9731,0.99726,0.995,0.96077,0.2565,0.46389,0.64514,0.87042,0.000208,0.000208,0.000208
42,105.76,0.36009,0.81565,0.97705,0.91892,0.97345,0.99722,0.995,0.96707,0.97345,0.99722,0.995,0.95461,0.25561,0.46091,0.64296,0.87034,0.0001882,0.0001882,0.0001882
43,107.983,0.3164,0.67536,0.9333,0.85654,0.97409,0.99755,0.995,0.97405,0.97409,0.99755,0.995,0.95316,0.25511,0.46115,0.63835,0.86998,0.0001684,0.0001684,0.0001684
44,110.628,0.35613,0.77349,0.96749,0.92225,0.97543,0.99793,0.995,0.98104,0.97543,0.99793,0.995,0.95316,0.25717,0.46144,0.63484,0.87078,0.0001486,0.0001486,0.0001486
45,113.518,0.34516,0.75724,0.93574,0.93222,0.97811,0.999,0.995,0.97163,0.97811,0.999,0.995,0.95461,0.25577,0.45282,0.62413,0.87064,0.0001288,0.0001288,0.0001288
46,115.76,0.33328,0.76293,0.93979,0.88918,0.97866,0.99935,0.995,0.97163,0.97866,0.99935,0.995,0.95461,0.25636,0.45087,0.63247,0.8712,0.000109,0.000109,0.000109
47,118.052,0.31866,0.7359,0.93911,0.88061,0.97883,0.99934,0.995,0.96555,0.97883,0.99934,0.995,0.95461,0.25375,0.44884,0.64251,0.86999,8.92e-05,8.92e-05,8.92e-05
48,120.376,0.31922,0.67971,0.93801,0.90447,0.979,0.99964,0.995,0.97405,0.979,0.99964,0.995,0.95461,0.25265,0.45065,0.64157,0.86949,6.94e-05,6.94e-05,6.94e-05
49,122.785,0.34099,0.74107,0.9553,0.91606,0.97981,1,0.995,0.96555,0.97981,1,0.995,0.95461,0.2516,0.44799,0.63799,0.86879,4.96e-05,4.96e-05,4.96e-05
50,126.108,0.32012,0.70614,0.91764,0.91507,0.98124,1,0.995,0.96415,0.98124,1,0.995,0.95461,0.24899,0.44217,0.63033,0.86844,2.98e-05,2.98e-05,2.98e-05
